https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9257421	\citet{zhang2020improving}\textsuperscript{*}	-	18.4M	65M	3	uy, zh, mo	uig-zh uig-mon zh-uig zh-mon mon-zh mo-uig	n	n	CWMT2017,CWMT2018,CWMT2019	BLEU	Word-KD	Teacher-free KD based on FastText Word Embeddings trained on target monolingual data.\\	LRMT		fasttext embeddings embedding size: 512 context window: 5	tf-base
https://aclanthology.org/2020.emnlp-main.615v2.pdf	\citet{baziotis-etal-2021-exploring}	-	133.5M	47.9M	3	en, de, tr	en-de en-tr de-en tr-en	y	n	News Commentary v13, WMT-20\{17,18\}	BLEU	Word-KD	LM-based distillation trained on target monolingual data. \\	LRMT		embedding size: 1024 hidden size: 4096 layers: 6 heads: 16 decoder-only	embedding size: 512 hidden size: 1024 layers: 6 heads: 8
https://www.sciencedirect.com/science/article/abs/pii/S095741742402181X	\citet{zhang2024distilling} \\	-	110M	36.6M	6	en, vi, en, fr	en-vi vi-en en-fr fr-en	y	n	IWSLT14, IWSLT15, IWSLT17	BLEU	Word-KD		LRMT		BERT-base-cased, BERT-base-multilingual-cased	l: 6, embedding: 512, ffn: 2014, h: 4, vocab: 10k
https://aclanthology.org/P17-1176/	\citet{chen2017teacher}	1			4	es, fr, de, en	de-en de-es de-fr en-de en-es en-fr es-de es-en es-fr fr-de fr-en fr-es	n	?	EuroParl, WMT	BLEU	Word-KD, Seq-KD	Pivot-based Seq-KD and Word-KD. Simulated low-resource scenario.\\	LRMT		vocab: 30k https://github.com/nyu-dl/dl4mt-tutorial	https://github.com/nyu-dl/dl4mt-tutorial
https://arxiv.org/pdf/1908.06258	\citet{he2019language}\textsuperscript{*}	1			9	ar, fi, he, nb, sl, en, fr, ru, sk	ar-en ar-fi ar-fr ar-he ar-nb ar-ru ar-sk ar-sl en-ar en-fi en-fr en-he en-nb en-ru en-sk en-sl fi-ar fi-en fi-fr fi-he fi-nb fi-ru fi-sk fi-sl fr-ar fr-en fr-fi fr-he fr-nb fr-ru fr-sk fr-sl he-ar he-en he-fi he-fr he-nb he-ru he-sk he-sl nb-ar nb-en nb-fi nb-fr nb-he nb-ru nb-sk nb-sl ru-ar ru-en ru-fi ru-fr ru-he ru-nb ru-sk ru-sl sk-ar sk-en sk-fi sk-fr sk-he sk-nb sk-ru sk-sl sl-ar sl-en sl-fi sl-fr sl-he sl-nb sl-ru sl-sk	n	y	TED Talks	BLEU	Seq-KD	Language-Graph Seq-KD. Greedy approach to select the best path. \\	LRMT		Transformer hidden size: 256 ff: 1024 layers: 6	Transformer hidden size: 256 ff: 1024 layers: 6
https://www.ijcai.org/proceedings/2022/0618.pdf	\citet{Yang_2022} \\	1	209M	209M	9	en, fr, cs, de, fi, et, ro, hi, tr	cs-en de-en en-cs en-de en-et en-fi en-fr en-hi en-ro en-tr et-en fi-en fr-en hi-en ro-en tr-en	y	y	WMT, TED Talks, NewsCrawl	BLEU	Seq-KD		LRMT		transformer_big l: 6, h: 16, emb edding sized: 1024, ffn: 4096, vocab?	transformer_big l: 6, h: 16, emb edding sized: 1024, ffn: 4096, vocab?
https://aclanthology.org/2024.lrec-main.1063.pdf	\citet{ahmed2024neural} \\	1	65M	65M	5	xho, zul, nso, tsn, en	en-nso en-zul en-tsn en-xho nso-en nso-tsn zul-en zul-xho tsn-en tsn-nso  xho-en xho-zul	n	y	WMT2022, Flores	BLEU	Seq-KD		LRMT		vocab: 30k, tf-base	vocab: 30k, tf-base
https://aclanthology.org/2020.coling-main.302.pdf	\citet{saleh2020collective}	1	11.9M	11.9M	6	ru,de,it,pl,nl,es- en, sl, gl, et, nb, eu	de-en en-de en-es en-et en-eu en-gl en-it en-nb en-nl en-pl en-ru en-sl es-en et-en eu-en gl-en it-en nb-en nl-en pl-en ru-en sl-en	y	y	IWSLT 2014, TED	BLEU	Word-KD	Word-KD, Selective KD, Adaptive KD. \\	LRMT		hs: 256, ff: 1024, l: 2	hs: 256, ff: 1024, l: 2
https://aclanthology.org/2021.findings-emnlp.114.pdf	\citet{saleh-etal-2021-multilingual-neural} \\	1	19.2M	19.2M	54	kk, be, bn, eu, ms, bs, az, ur, ta, mn, mr, gl, ku, et, ka, nb, hi, sl, hy, my, fi, mk, lt, sq, da, sv, sk, id, th, cs, uk, hr, el, sr, hu, fa, de, ja, vi, bg, pl, ro, tr, nl, zh, es, it, ko, ru, he, fr, ar, pt	ar-en az-en be-en bg-en bn-en bs-en cs-en da-en de-en el-en en-ar en-az en-be en-bg en-bn en-bs en-cs en-da en-de en-el en-es en-et en-eu en-fa en-fi en-fr en-gl en-he en-hi en-hr en-hu en-hy en-id en-it en-ja en-ka en-kk en-ko en-ku en-lt en-mk en-mn en-mr en-ms en-my en-nb en-nl en-pl en-pt en-ro en-ru en-sk en-sl en-sq en-sr en-sv en-ta en-th en-tr en-uk en-ur en-vi en-zh es-en et-en eu-en fa-en fi-en fr-en gl-en he-en hi-en hr-en hu-en hy-en id-en it-en ja-en ka-en kk-en ko-en ku-en lt-en mk-en mn-en mr-en ms-en my-en nb-en nl-en pl-en pt-en ro-en ru-en sk-en sl-en sq-en sr-en sv-en ta-en th-en tr-en uk-en ur-en vi-en zh-en	y	y	TED Talks	BLEU	Word-KD		LRMT		hs: 256, ff: 1024, l: 6	hs: 256, ff: 1024, l: 6
https://aclanthology.org/2022.emnlp-main.458/	\citet{huang-etal-2022-unifying} \\	1	76.9M	76.9M	23	bos, mar, hin, mkd, ell, bul, fra, kor, aze, bel, glg, slk, tur, rus, por, ces, et, ro, tr, fr, de, zh, en	aze-en bel-en bos-en bul-en ces-en de-en ell-en en-aze en-bel en-bos en-bul en-ces en-de en-ell en-et en-fra en-glg en-hin en-kor en-mar en-mkd en-por en-ro en-rus en-slk en-tur en-zh et-en fra-en glg-en hin-en kor-en mar-en mkd-en por-en ro-en rus-en slk-en tur-en zh-en	y	y	TED-8-Diverse, TED-8-Related, WMT14, WMT16, WMT17, WMT18	BLEU	Word-KD		LRMT		l: 6, h: 8, vocab: 64k, tfbase	l: 6, h: 8, vocab: 64k, tfbase
https://arxiv.org/pdf/2305.15718	\citet{huang2023towards} \\	1	76.9M	76.9M	23	bos, mar, hin, mkd, ell, bul, fra, kor, et, ro, tr, fr, de, zh, en	bos-en bul-en de-en ell-en en-bos en-bul en-de en-ell en-et en-fra en-hin en-kor en-mar en-mkd en-ro en-tr en-zh et-en fra-en hin-en kor-en mar-en mkd-en ro-en tr-en zh-en	y	y	TED-8-Diverse, TED-8-Related, WMT14, WMT16, WMT17, WMT18	BLEU	Word-KD		LRMT		l: 6, h: 8, vocab: 64k, tfbase	l: 6, h: 8, vocab: 64k, tfbase
https://aclanthology.org/2024.loresmt-1.7/	\citet{roy-etal-2024-enhancing} \\	-	550M		3	kannada, punjabi, hindi	hin-kan hin-pan kan-hin kan-pan pan-hin pan-kan	n	y	Samanantar, Flores	Bleu, ChrF	Word-KD		LRMT		550M, XLM-R large	XLM-R + l: 12, h: 16 in the decoder
https://rua.ua.es/dspace/bitstream/10045/135116/1/Galiano-Jimenez_etal_Proceedings-EAMT-2023.pdf	\citet{galiano2023exploiting}	13.6	680M	50M	5	en, burmese, swahili, kyrgyz, macedonian	en-kir en-mkd en-mya en-swa kir-en mkd-en mya-en swa-en	y	y	OPUS, GoURMET, JW300, NewsCrawl, OSCAR, Flores200	BLEU, spBLEU	Seq-KD	Seq-KD from mBART50 with iterative back-translation and fine-tuning including languages not part of pretraining stage.\\	LRMT		680M	50M
https://aclanthology.org/2023.americasnlp-1.20.pdf	\citet{de-gibert-etal-2023-four}\textsuperscript{*}	50.77	3300M	65M	12		es-aym es-bzd es-cni es-czn es-gn es-hch es-nah es-oto es-shp es-tar es-quy	n	y	OpenSubtitles, AmericasNLP	ChrF	Seq-KD	Seq-KD and fine-tuning. \\	LRMT		3.3B	l: 6, h: 8, embedding: 512, ff: 2048. tf-base
https://arxiv.org/pdf/2303.01347	\citet{song2023letz}	9.23	600M	65M	2	lb, de, en	lb-en de-en en-de en-lb	y	y	Gierschek (2022), Flores200, Tatoeba	BLEU, ChrF++	Seq-KD	Seq-KD and fine-tuning.\\	LRMT		600M	tf-base
https://arxiv.org/pdf/2404.13813	\citet{enis2024llm}	41.54	54000M	1300M	2	en, yoruba	en-yor yor-en	y	y	BBC	spBLEU, ChrF++	Seq-KD		LRMT		54B	1.3B
https://aclanthology.org/2020.wmt-1.61.pdf	\citet{dabre-fujita-2020-combining} \\	2.98, 2.10, 1.66, 5.15, 14.15	48.2M	11.4M	3	vi, en, hi	vi-en hi-en en-vi en-hi	y	y	Asian Languages Treebank, IWSLT 2015, IITB	BLEU	Seq-KD		LRMT		l: 6, h: 512, vocab: 8k	l: 1, h: 512, vocab: 8k
https://aclanthology.org/2022.wmt-1.80.pdf	\citet{diddee-etal-2022-brittle} \\	3.07, 8.03, 6.50, 3.09, 1.23	65M		8		bzd-es hch-es unr-hin gon-hin asm-eng ori-eng pan-eng guj-eng	n	y	AmericasNLP, Feldman and Coto-Solano (2020), GGNET Swara, Indian Institute of Technology, Flores and WAT2021, Samanantar, Tatoeba Challenge	BLEU, ChrF++	Word-KD		LRMT		vocab: 32k, 8 heads, 6 layers	??? Cant find, only MB
https://aclanthology.org/2023.eamt-1.11.pdf	\citet{gumma2023empirical} \\	2.29, 1.70, 2.08, 2.59, 3.40, 4.98	474M	95.4M	12	as, or, pa, gu, mr, kn, te, ta, ml, bn, hi, en		y	y	Samanantar, Flores	BLEU, ChrF++	Word-KD; Seq-KD		LRMT		474M	95.4M
https://aclanthology.org/D19-1078.pdf	\citet{zeng-etal-2019-iterative} \\	1	65M	65M	3	zh, en, de	zh-en de-en en-zh en-de	y	y	IWSLT2015, IWSLT dev2010, NIST 2002, IWSLT tst2010, tst2011 tst2012, NIST 2003, 2004, 2005, 2006, TED Talk, WMT2014, OPUS EMEA	BLEU	Word-KD		Domain		vocab: 32k l: 512, ff: 2048, h: 8	vocab: 32k l: 512, ff: 2048, h: 8
https://ebooks.iospress.nl/volumearticle/55130	\citet{mghabbar2020building} \\	1	65M	65M	2	en, fr	fr-en en-fr	y	y	WMT2014, EMEA, JRC, GNOME, BIBLE	BLEU	Word-KD		Domain		tf-base	tf-base
https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9900324	\citet{liu2022neural}  \\	1	52.3M	52.3M	2	en, zh	en-zh zh-en	y	y	OpenSubtitles, WMT2017, UM	BLEU	Word-KD		Domain		vocab: 16k, embedding: 512, tf base	vocab: 16k, embedding: 512, tf base
https://aclanthology.org/2021.naacl-main.308.pdf	\citet{gu-etal-2021-pruning} \\	1	65M	65M	4	en, zh, fr, de	zh-en fr-en de-en en-zh en-fr en-de	y	y	WMT2017, UM, WMT2014,WMT2019, WMT2016,IWSLT2015	BLEU	Word-KD		Domain		tf-base	tf-base
https://aclanthology.org/2020.ngt-1.12.pdf	\citet{gordon-duh-2020-distill} \\	2,8,24	103.6M	11.3M	4	de, en, ru, zh	de-en ru-en zh-en en-de en-ru en-zh	y	y	OpenSubtitles, WMT2017, WIPO COPPA-V2, Ted Talks	BLEU	Seq-KD		Domain		l: 12, ffsiez: 2048, hd: 512, vocab: 30k	l: 2, ffsiez: 1024, hd: 256, vocab: 30k
https://aclanthology.org/2020.emnlp-main.364.pdf	\citet{currey-etal-2020-distilling} \\	1.66	100M	60M	3	de, en, fr	de-en fr-en en-de en-fr	y	y	Europarl, JRC, EMEA, GNOME, KDE, PHP, Ubuntu, OpenOffice, WMT14, WMT19, MTNT, Ted Talks (IWSLT2017)	BLEU	Seq-KD		Domain		tf-base, vocab: 32k, l: 12 100M	tf-base, vocab: 32k, l: 6 60M
https://aclanthology.org/N19-1192.pdf	\citet{wei-etal-2019-online} \\	1	65M	65M	4	zh, en, vi, tr	en-zh en-vi en-tr zh-en vi-en tr-en	y	y	NIST, WMT17, IWSLT15	BLEU	Word-KD		Domain		tf-base	tf-base
https://arxiv.org/pdf/2212.02800	\citet{zhao2022life} 	1	65M	65M	12		en-it en-nl en-ro uig-zh tib-zh mon-zh zh-en ja-en de-en fi-en lv-en tr-en	n	y	TED, CCMT-19, KFTT, WMT17	BLEU	Seq-KD		Domain		tf-base	tf-base
https://aclanthology.org/2023.acl-long.443.pdf	\citet{zhang-etal-2023-continual} \\	1	65M	65M	2	zh, en	zh-en en-zh	y	y	LDC, AI Challenger 2018, TED talks, OpenSubtitles, WMT, NIST	BLEU	Word-KD		Domain		tf-base	tf-base
https://aclanthology.org/2023.acl-long.131/	\citet{wang-etal-2023-better}  \\	1	65M	65M	3	en, de, zh	de-en zh-en en-vi	y		WMT15 CWMT19 IWSLT15	BLEU, wait-k	Seq-KD		Temporal	Joseph	tf-base	tf-base
https://arxiv.org/pdf/2212.01188	\citet{deng2022improving} \\	1	65M	65M	3	en, zh, ja	en-zh  en-ja 	y		CWMT CorpusJParaCrawl WikiMatrix	BLEU, wait-k	Seq-KD		Temporal	Joseph	tf-base tf-big	tf-base tf-big
https://aclanthology.org/2023.eacl-main.270.pdf	\citet{sen-etal-2023-self} \\	1	65M	65M	3	en, cs, de	en-de en-cs 	y		IWSLT21 WMT21	BLEU, ChrF, COMET, mean per token entropies, Kendall tau	Seq-KD		Temporal	Joseph	tf-base	tf-base
https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8863411	\citet{zhang2019future} \\	-		-	3	en, de, zh	zh-en en-de	y		WMT17, NIST	BLEU, AER	Feature-KD ??		Temporal	Joseph	-	-
https://aclanthology.org/2021.acl-long.223.pdf	\citet{feng-etal-2021-guiding} \\	?		65M	4	en, de, ro, zh	zh-en en-ro zh-en en-de	y		LDC, WMT16, WMT17, WMT16 	BLEU	Word-KD		Temporal	Joseph	tf-base + seer decoder?	tf-base
https://aclanthology.org/2022.acl-long.206.pdf	\citet{zhou-etal-2022-confidence} \\	?		65M	4	en, de, fr, zh	en-de zh-en en-fr	y		WMT14, WMT19	BLEU, COMET	Word-KD		Temporal	Joseph	tf-base + CMLM decoder?	tf-base
https://aclanthology.org/2023.acl-long.63.pdf	\citet{zhuang-tu-2023-pretrained}\\	1.227272727	108M	88M	36	af, ar, be, bg, cs, de, el, en, eo, es, et, fi, fr, gu, he, hi, it, ja, ka, kk, ko, lt, lv, mn, ms, mt, my, nl, pl, pt, ro, ru, sr, tr, vi, zh	x-x	n		PC32, MC24	BLEU	Word-KD		Temporal	Joseph		
https://aclanthology.org/2022.naacl-main.277.pdf	\cite{shao2022one} \\	1	65M	65M	4	en, de, ro, fr	de-en ro-en fr-en en-de en-ro en-fr	y	y	WMT14, WMT16, IWSLT14	BLEU	Seq-KD		Temporal		tf-base	tf-base
https://arxiv.org/pdf/2112.11640	\cite{guo2021self}\\	1	65M	65M	3	en, de, ro	en-de en-ro de-en ro-en	y	y	WMT14, IWSLT14	BLEU	Seq-KD		Temporal		tf-base	tf-base
https://arxiv.org/pdf/2303.17910	\cite{liu2023selective} \\	1			3	en, de, ro	en-de en-ro de-en ro-en	y	y	WMT14, WMT16	BLEU, COMET	Seq-KD		Temporal		DeepShallow,l: 6 CMLM GLAT+CTC	
https://aclanthology.org/2020.acl-main.171.pdf	\cite{zhou2020improving}\\	1	65M	65M	3	en, de, ro	en-de en-ro de-en ro-en	y	y	WMT16, WMT14, NewsCrawl2015, Europarlv8, Newcrawl2007/2008	BLEU	Seq-KD		Temporal		tf-base	tf-base
https://arxiv.org/pdf/1911.02727	\citet{zhouunderstanding} \\	differnet sizes of teachers...	218M	16M	4	en, de, fr, es	en-de en-fr en-es de-en fr-en es-en	y	y	Europarl, WMT14	BLEU	Seq-KD		Temporal		218M	16M
https://arxiv.org/pdf/1912.03334	\citet{gordon2019explaining}\\	1, 6.4	9M	1.4M	2	de, en	en-de de-en	y	n	TED Talks	BLEU	Seq-KD		Temporal		9M	1.4M
https://aclanthology.org/2020.acl-main.15.pdf	\citet{ren-etal-2020-study}\\	1	65M	65M	2	de, en	en-de de-en	y	y	IWSLT 2014	BLEU	Seq-KD		Temporal		tf-base	tf-base
